Keyword ID,Date,Keyword,Keyword_ringtone,Keyword_WordCount,Headline,Headline_WordCount,Headline_Number,Headline_Readability,Line 1,Line 1_Time,Line1_WordCount,Line 2,Line 2_Action,Line2_WordCount,Line_2_Time,Impressions,Clicks,Clicks_b, Avg_CPC , Cost ,Position,actioncount,actioncount_b,revenue,Competition,Volume,KeywordinHeadline,KeywordinBody,CTR,Conversion,Headline_Specific,Profit,Profitability
9833,12/30/2006,24 tv show ringtones,1,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,61,5,1,0.66,3.31,1.07,0,0,0,0,2,0.5,0,0.081967213,0,0,-3.31,0
9838,12/30/2006,ringtones for 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,5,2,1,0.82,1.64,2.6,0,0,0,0,0,0.666666667,0,0.4,0,0,-1.64,0
9839,12/30/2006,ringtones 24,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,390,47,1,0.57,26.95,1.69,4,1,49.2,2,2,1,0,0.120512821,0.085106383,0,22.25,1
9848,12/30/2006,24 ringtone verizon,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,2,1,0.87,1.73,2.94,0,0,0,0,0,0.333333333,0,0.285714286,0,0,-1.73,0
9850,12/30/2006,ringtone for 24,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,0,0,0,0,2.25,0,0,0,0,0,0.333333333,0,0,,0,0,0
9853,12/30/2006,24 telephone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,7,2,1,0.82,1.64,1.38,0,0,0,0,0,0.333333333,0,0.285714286,0,0,-1.64,0
9860,12/30/2006,24 ctu ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,23,3,1,0.84,2.51,1.38,0,0,0,0,1,1,0.333333333,0.130434783,0,0,-2.51,0
1591,12/31/2006,buckcherry ringtones,1,2,Get Buckcherry Ringtones,3,0,1,Get Buckcherry Ring Tones Now,1,5,Tones to Your Phone in 30 Seconds!,0,7,0,21,3,1,0.7,2.11,1.85,0,0,0,0,1,1,0.5,0.142857143,0,0,-2.11,0
1600,12/31/2006,Three 6 Mafia Ringtones,1,4,Three 6 Mafia Tones,4,1,0,"Poppin My Collar, Stay Fly & More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,9,0,0,0,0,1.24,0,0,0,0,0,0.75,0,0,,1,0,0
1683,12/31/2006,Carrie Underwood Ringtones,1,3,Carrie Underwood Tones,3,0,1,"Jesus, Take The Wheel & Many More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,38,5,1,0.75,3.75,2.25,0,0,0,0,1,0.666666667,0,0.131578947,0,1,-3.75,0
1689,12/31/2006,def leppard ringtones,1,3,Def Leppard Ringtones,3,0,1,Pour Some Sugar On Me and Many More,0,8,Tones to Your Phone in 30 Seconds!,0,7,0,3,1,1,0.86,0.86,1.25,1,1,14.6,2,0,1,0,0.333333333,1,1,13.74,1
1980,12/31/2006,System Of A Down Ringtones,1,5,System Of A Down Tones,5,0,0,"Hypnotize, Chop Suey, Aerials, More",0,5,Tones to Your Phone in 30 Seconds!,0,7,0,7,0,0,0,0,2,0,0,0,2,0,0.8,0,0,,0,0,0
2324,12/31/2006,theme song ringtone,0,3,TV Theme Ringtones,3,0,0,Get {KeyWord: Your Favorite TV Ringtones},0,6,Tones to Your Phone in 30 Seconds!,0,7,0,94,10,1,0.67,6.66,1.97,1,1,13.7,0,1,0.333333333,0,0.106382979,0.1,0,7.04,1
2627,12/31/2006,hawaiian music ringtones,1,3,{KeyWord: Complimentary Ringtones},3,0,0,The Deal Everybody is Talking About,0,6,Tones to Your Phone in 30 Seconds!,0,7,0,3,0,0,0,0,1.67,0,0,0,0,0,0,0,0,,0,0,0
3039,12/31/2006,ringtones panic at the disco,1,5,Panic! Ringtones,2,0,0,I Write Sins Not Tragedies Ringtone,0,6,Tones to Your Phone in 30 Seconds,0,7,0,42,7,1,0.55,3.84,1.07,0,0,0,0,1,0.2,0,0.166666667,0,0,-3.84,0
3360,12/31/2006,ringtones cascada,1,2,Get Cascada Ringtones,3,0,1,Get Everytime We Touch Ring Tone,0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,14,0,0,0,0,3.77,0,0,0,0,0,1,0,0,,0,0,0
8288,12/31/2006,Kid Rock Ringtones,1,3,Get Kid Rock Ringtones,4,0,0,"Picture, Cowboy, Bawitdaba & More.",0,5,Tones in 30 Seconds - It's Da Bomb!,0,8,0,8,0,0,0,0,2.5,0,0,0,1,0,1,0,0,,1,0,0
9409,12/31/2006,Gospel Ringtones,1,2,{KeyWord: Inspirational Ringtones},3,0,0,The Newest Christian Ringtone Club,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,109,15,1,0.85,12.8,2.31,0,0,0,3,2,0,0,0.137614679,0,0,-12.8,0
9708,12/31/2006,mosquito ring tone,0,3,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,144,13,1,0.81,10.47,3.96,1,1,14.6,0,2,0.333333333,0,0.090277778,0.076923077,1,4.13,1
9710,12/31/2006,mosquito ringer,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Works with all carriers. Get it Now,1,7,1,12,1,1,0.75,0.75,1,0,0,0,0,1,0.5,0,0.083333333,0,1,-0.75,0
9722,12/31/2006,ultrasonic ringtone,0,2,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,21,2,1,0.71,1.42,1.6,0,0,0,0,1,0.5,0,0.095238095,0,1,-1.42,0
9724,12/31/2006,ringtones adults can't hear,1,4,Mosquito Ringtone,2,0,0,"Yeah, the one the adults can't hear",0,7,The one you are looking for.,0,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0.75,0,,1,0,0
9728,12/31/2006,ringtone adults can't hear,0,4,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Works with all carriers. Get it Now,1,7,1,19,1,1,0.3,0.3,1,1,1,14.6,0,0,0.25,0.75,0.052631579,1,1,14.3,1
9756,12/31/2006,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,108,18,1,0.83,14.92,1.81,0,0,0,0,2,1,1,0.166666667,0,1,-14.92,0
9788,12/31/2006,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,144,13,1,0.69,8.99,1.97,1,1,13.7,4,2,0.5,0.5,0.090277778,0.076923077,0,4.71,1
9789,12/31/2006,24 ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,0,0,0,0,1.9,0,0,0,4,2,0.5,0,0,,0,0,0
9792,12/31/2006,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,64,12,1,0.66,7.9,1.98,1,1,13.7,3,1,0.333333333,0,0.1875,0.083333333,0,5.8,1
9798,12/31/2006,24 ringer,0,2,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,1,0,0,0,0,7,0,0,0,0,1,0.5,0,0,,0,0,0
9800,12/31/2006,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,3,1,1,0.53,0.53,1,0,0,0,0,0,0.5,0.5,0.333333333,0,0,-0.53,0
9801,12/31/2006,24 ringers,0,2,Complimentary 24 Tones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,10,1,1,0.81,0.81,1.95,0,0,0,0,0,0.5,0,0.1,0,0,-0.81,0
9802,12/31/2006,fox 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,3,1,1,0.84,0.84,2.25,0,0,0,0,0,0.333333333,0,0.333333333,0,0,-0.84,0
9807,12/31/2006,ctu ringtone for,0,3,Get 24 CTU Ringtones,4,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,2,1,1,0.86,0.86,2,0,0,0,0,0,0.333333333,0.333333333,0.5,0,0,-0.86,0
9809,12/31/2006,fox 24 ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,9,1,1,0.79,0.79,1.67,0,0,0,0,0,0.666666667,0,0.111111111,0,0,-0.79,0
9810,12/31/2006,24 theme ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,17,5,1,0.78,3.9,2.67,1,1,13.7,0,1,0.333333333,0,0.294117647,0.2,0,9.8,1
9814,12/31/2006,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,24,6,1,0.62,3.73,1.63,0,0,0,0,1,0.333333333,0,0.25,0,0,-3.73,0
9815,12/31/2006,24 tv show ringtone,0,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,11,2,1,0.78,1.56,2.63,0,0,0,0,0,0.25,0,0.181818182,0,0,-1.56,0
9823,12/31/2006,ringtones from 24,1,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,6,0,0,0,0,1.57,0,0,0,0,0,0.666666667,0,0,,0,0,0
9825,12/31/2006,ringtones ctu,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,36,7,1,0.58,4.05,1.95,0,0,0,2,1,1,0.5,0.194444444,0,0,-4.05,0
9826,12/31/2006,download 24 ringtone,0,3,24 CTU Ringtones,3,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,5,0,0,0,0,2.25,0,0,0,0,1,0.333333333,0.333333333,0,,0,0,0
9829,12/31/2006,ctu phone ringtone,0,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,2,0,0,0,0,1,0,0,0,0,1,0.333333333,0.333333333,0,,0,0,0
9833,12/31/2006,24 tv show ringtones,1,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,57,0,0,0,0,1.19,0,0,0,0,2,0.5,0,0,,0,0,0
9838,12/31/2006,ringtones for 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,16,3,1,0.83,2.49,4.24,0,0,0,0,0,0.666666667,0,0.1875,0,0,-2.49,0
9839,12/31/2006,ringtones 24,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,356,44,1,0.62,27.37,2.28,5,1,67.5,2,2,1,0,0.123595506,0.113636364,0,40.13,1
9848,12/31/2006,24 ringtone verizon,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,2,1,0.87,1.73,3.68,0,0,0,0,0,0.333333333,0,0.153846154,0,0,-1.73,0
9850,12/31/2006,ringtone for 24,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,3,0,0,0,0,3.33,0,0,0,0,0,0.333333333,0,0,,0,0,0
9853,12/31/2006,24 telephone ringtone,0,3,24 CTU Ringtones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,4,1,1,0.6,0.6,1.5,0,0,0,0,0,0.333333333,0,0.25,0,0,-0.6,0
9860,12/31/2006,24 ctu ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,29,1,1,0.72,0.72,1.93,0,0,0,0,1,1,0.333333333,0.034482759,0,0,-0.72,0
1591,1/1/2007,buckcherry ringtones,1,2,Get Buckcherry Ringtones,3,0,1,Get Buckcherry Ring Tones Now,1,5,Tones to Your Phone in 30 Seconds!,0,7,0,8,3,1,0.71,2.13,1.5,1,1,13.7,0,1,1,0.5,0.375,0.333333333,0,11.57,1
1600,1/1/2007,Three 6 Mafia Ringtones,1,4,Three 6 Mafia Tones,4,1,0,"Poppin My Collar, Stay Fly & More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,18,3,1,0.83,2.5,1.58,0,0,0,0,0,0.75,0,0.166666667,0,1,-2.5,0
1683,1/1/2007,Carrie Underwood Ringtones,1,3,Carrie Underwood Tones,3,0,1,"Jesus, Take The Wheel & Many More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,36,0,0,0,0,1.5,0,0,0,0,1,0.666666667,0,0,,1,0,0
1689,1/1/2007,def leppard ringtones,1,3,Def Leppard Ringtones,3,0,1,"Photograph, Love Bites, Hysteria",0,4,Tones to Your Phone in 30 Seconds!,0,7,0,4,0,0,0,0,1,0,0,0,2,0,1,0,0,,1,0,0
1980,1/1/2007,System Of A Down Ringtones,1,5,System Of A Down Tones,5,0,0,"Hypnotize, Chop Suey, Aerials, More",0,5,Tones to Your Phone in 30 Seconds!,0,7,0,14,0,0,0,0,1.83,0,0,0,2,0,0.8,0,0,,0,0,0
2324,1/1/2007,theme song ringtone,0,3,TV Theme Ringtones,3,0,0,Get {KeyWord: Your Favorite TV Ringtones},0,6,Tones to Your Phone in 30 Seconds!,0,7,0,127,13,1,0.73,9.5,1.94,0,0,0,0,1,0.333333333,0,0.102362205,0,0,-9.5,0
2627,1/1/2007,hawaiian music ringtones,1,3,{KeyWord: Complimentary Ringtones},3,0,0,The Deal Everybody is Talking About,0,6,Tones to Your Phone in 30 Seconds!,0,7,0,4,2,1,0.48,0.96,2,1,1,13.7,0,0,0,0,0.5,0.5,0,12.74,1
3039,1/1/2007,ringtones panic at the disco,1,5,Panic! Ringtones,2,0,0,I Write Sins Not Tragedies Ringtone,0,6,Tones to Your Phone in 30 Seconds,0,7,0,26,2,1,0.66,1.31,1.33,0,0,0,0,1,0.2,0,0.076923077,0,0,-1.31,0
3360,1/1/2007,ringtones cascada,1,2,Everytime We Touch Tone,4,0,0,Get Cascada Ringtones Now,1,4,Tones in 30 Seconds - It's Da Bomb!,0,8,0,11,3,1,0.76,2.27,2.95,0,0,0,0,0,0,1,0.272727273,0,0,-2.27,0
8288,1/1/2007,Kid Rock Ringtones,1,3,Get Kid Rock Ringtones,4,0,0,"Picture, Cowboy, Bawitdaba & More.",0,5,Tones in 30 Seconds - It's Da Bomb!,0,8,0,4,1,1,0.69,0.69,1,0,0,0,1,0,1,0,0.25,0,1,-0.69,0
9409,1/1/2007,Gospel Ringtones,1,2,{KeyWord: Inspirational Ringtones},3,0,0,The Newest Christian Ringtone Club,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,36,3,1,0.87,2.6,2.1,4,1,55.7,3,2,0,0,0.083333333,1.333333333,0,53.1,1
9708,1/1/2007,mosquito ring tone,0,3,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,127,18,1,0.85,15.25,3.94,0,0,0,0,2,0.333333333,0,0.141732283,0,1,-15.25,0
9710,1/1/2007,mosquito ringer,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,18,0,0,0,0,3.8,0,0,0,0,1,0.5,0,0,,1,0,0
9722,1/1/2007,ultrasonic ringtone,0,2,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Ultrasonic Mosquito Ringer Is Hot!,0,5,0,27,0,0,0,0,1.46,0,0,0,0,1,0.5,0,0,,1,0,0
9724,1/1/2007,ringtones adults can't hear,1,4,Stealth Mosquito Ringtone,3,0,1,You know you want it - we got it!,0,9,Works with all carriers. Get it Now,1,7,1,10,0,0,0,0,1.18,0,0,0,0,0,0,0,0,,1,0,0
9728,1/1/2007,ringtone adults can't hear,0,4,Stealth Mosquito Ringtone,3,0,1,"Yeah, the one the adults can't hear",0,7,Ultrasonic Mosquito Ringer Is Hot!,0,5,0,28,8,1,0.39,3.12,1.03,0,0,0,0,0,0.25,0.75,0.285714286,0,1,-3.12,0
9756,1/1/2007,family guy ringtones,1,3,Get Family Guy Ringtones,4,0,0,Your Favorite Family Guy Ringtones,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,72,9,1,0.81,7.32,1.47,1,1,14.6,0,2,1,1,0.125,0.111111111,1,7.28,1
9788,1/1/2007,ctu ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,185,22,1,0.75,16.48,1.29,0,0,0,4,2,0.5,0.5,0.118918919,0,0,-16.48,0
9789,1/1/2007,24 ringtone,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,6,1,1,0.62,0.62,1.07,0,0,0,4,2,0.5,0,0.166666667,0,0,-0.62,0
9792,1/1/2007,24 ring tones,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,49,15,1,0.62,9.23,1.18,0,0,0,3,1,0.333333333,0,0.306122449,0,0,-9.23,0
9798,1/1/2007,24 ringer,0,2,Complimentary 24 Tones,3,1,0,"24 Theme, CTU Desk Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,1,1,1,0.54,0.54,1,0,0,0,0,1,0.5,0.5,1,0,0,-0.54,0
9800,1/1/2007,ctu ringer,0,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,2,1,0.75,1.5,1.67,0,0,0,0,0,0.5,0.5,0.153846154,0,0,-1.5,0
9801,1/1/2007,24 ringers,0,2,24 CTU Ringtones,3,1,0,"24 Theme, CTU Desk Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,1,1,1,0.84,0.84,4,0,0,0,0,0,0.5,0.5,1,0,0,-0.84,0
9802,1/1/2007,fox 24 ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,17,3,1,0.83,2.48,1.55,0,0,0,0,0,0.333333333,0,0.176470588,0,0,-2.48,0
9807,1/1/2007,ctu ringtone for,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,4,0,0,0,0,4,0,0,0,0,0,0.333333333,0.333333333,0,,0,0,0
9809,1/1/2007,fox 24 ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,11,4,1,0.73,2.92,1,1,1,14.6,0,0,0.666666667,0,0.363636364,0.25,0,11.68,1
9810,1/1/2007,24 theme ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,17,0,0,0,0,2.66,0,0,0,0,1,0.333333333,0,0,,0,0,0
9814,1/1/2007,24 phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,34,11,1,0.59,6.49,1.26,0,0,0,0,1,0.333333333,0,0.323529412,0,0,-6.49,0
9815,1/1/2007,24 tv show ringtone,0,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,10,2,1,0.73,1.46,2.5,0,0,0,0,0,0.25,0,0.2,0,0,-1.46,0
9823,1/1/2007,ringtones from 24,1,3,24 CTU Ringtones,3,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,2,0,0,0,0,1,0,0,0,0,0,0.666666667,0.333333333,0,,0,0,0
9825,1/1/2007,ringtones ctu,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,43,3,1,0.57,1.7,1.97,0,0,0,2,1,1,0.5,0.069767442,0,0,-1.7,0
9826,1/1/2007,download 24 ringtone,0,3,24 CTU Ringtones,3,1,0,"24 Theme, CTU Office Phone and More",0,7,Tones in 30 Seconds - It's Da Bomb!,0,8,0,4,0,0,0,0,1,0,0,0,0,1,0.333333333,0.333333333,0,,0,0,0
9829,1/1/2007,ctu phone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,13,1,1,0.88,0.88,1,0,0,0,0,1,0.333333333,0.333333333,0.076923077,0,0,-0.88,0
9833,1/1/2007,24 tv show ringtones,1,4,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,50,2,1,0.63,1.25,1.03,0,0,0,0,2,0.5,0,0.04,0,0,-1.25,0
9838,1/1/2007,ringtones for 24,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,5,1,1,0.62,0.62,6.17,0,0,0,0,0,0.666666667,0,0.2,0,0,-0.62,0
9839,1/1/2007,ringtones 24,1,2,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,408,59,1,0.72,42.24,2.14,3,1,41.1,2,2,1,0,0.144607843,0.050847458,0,-1.14,0
9848,1/1/2007,24 ringtone verizon,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,11,0,0,0,0,4.38,0,0,0,0,0,0.333333333,0,0,,0,0,0
9850,1/1/2007,ringtone for 24,0,3,Complimentary 24 Tones,3,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,4,0,0,0,0,1.75,0,0,0,0,0,0.333333333,0,0,,0,0,0
9853,1/1/2007,24 telephone ringtone,0,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,8,2,1,0.62,1.23,1.62,0,0,0,0,0,0.333333333,0,0.25,0,0,-1.23,0
9860,1/1/2007,24 ctu ringtones,1,3,Get 24 CTU Ringtones,4,1,0,"Theme, CTU Office Phone, Clock Tick",0,6,Tones to Your Phone in 30 Seconds!,0,7,0,74,8,1,0.73,5.87,1.35,1,1,10,0,1,1,0.333333333,0.108108108,0.125,0,4.13,1
1591,1/2/2007,buckcherry ringtones,1,2,Get Buckcherry Ringtones,3,0,1,Get Buckcherry Ring Tones Now,1,5,Tones to Your Phone in 30 Seconds!,0,7,0,8,1,1,0.68,0.68,1,0,0,0,0,1,1,0.5,0.125,0,0,-0.68,0
1600,1/2/2007,Three 6 Mafia Ringtones,1,4,Three 6 Mafia Tones,4,1,0,"Poppin My Collar, Stay Fly & More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,20,2,1,0.44,0.88,1.18,0,0,0,0,0,0.75,0,0.1,0,1,-0.88,0
1683,1/2/2007,Carrie Underwood Ringtones,1,3,Carrie Underwood Tones,3,0,1,"Jesus, Take The Wheel & Many More.",0,7,Tones to Your Phone in 30 Seconds!,0,7,0,55,5,1,0.79,3.97,1.6,0,0,0,0,1,0.666666667,0,0.090909091,0,1,-3.97,0
1689,1/2/2007,def leppard ringtones,1,3,Def Leppard Ringtones,3,0,1,Pour Some Sugar On Me and Many More,0,8,Tones to Your Phone in 30 Seconds!,0,7,0,9,3,1,0.82,2.47,1,0,0,0,2,0,1,0,0.333333333,0,1,-2.47,0
1980,1/2/2007,System Of A Down Ringtones,1,5,System Of A Down Tones,5,0,0,"Hypnotize, Chop Suey, Aerials, More",0,5,Tones to Your Phone in 30 Seconds!,0,7,0,6,0,0,0,0,1,0,0,0,2,0,0.8,0,0,,0,0,0
2324,1/2/2007,theme song ringtone,0,3,TV Theme Ringtones,3,0,0,Get {KeyWord: Your Favorite TV Ringtones},0,6,Tones to Your Phone in 30 Seconds!,0,7,0,143,16,1,0.7,11.14,1.97,1,1,14.6,0,1,0.333333333,0,0.111888112,0.0625,0,3.46,1
2627,1/2/2007,hawaiian music ringtones,1,3,{KeyWord: Complimentary Ringtones},3,0,0,The Deal Everybody is Talking About,0,6,Complimentary Ringtones at Da Bomb!,0,5,0,3,0,0,0,0,3.5,0,0,0,0,0,0,0,0,,0,0,0
3039,1/2/2007,ringtones panic at the disco,1,5,Panic! Ringtones,2,0,0,I Write Sins Not Tragedies Ringtone,0,6,Tones to Your Phone in 30 Seconds,0,7,0,26,6,1,0.57,3.43,1.1,0,0,0,0,1,0.2,0,0.230769231,0,0,-3.43,0
3360,1/2/2007,ringtones cascada,1,2,Get Cascada Ringtones,3,0,1,Get Everytime We Touch Ring Tone,0,6,Tones in 30 Seconds - It's Da Bomb!,0,8,0,13,1,1,0.79,0.79,3.97,0,0,0,0,0,1,0,0.076923077,0,0,-0.79,0
8288,1/2/2007,Kid Rock Ringtones,1,3,Get Kid Rock Ringtones,4,0,0,"Picture, Cowboy, Bawitdaba & More.",0,5,Tones in 30 Seconds - It's Da Bomb!,0,8,0,5,0,0,0,0,1,0,0,0,1,0,1,0,0,,1,0,0
9409,1/2/2007,Gospel Ringtones,1,2,{KeyWord: Inspirational Ringtones},3,0,0,The Newest Christian Ringtone Club,0,5,Tones to Your Phone in 30 Seconds!,0,7,0,40,4,1,0.9,3.6,2.46,0,0,0,3,2,0,0,0.1,0,0,-3.6,0
