acctnum,gender,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,refernce,art,geog,buyer
40655,F,NY,11961,119,5,5,15,151,166,1,0,0,0,0,0,0,1,0.00
40656,F,PA,19115,191,17,11,28,228,256,2,0,0,1,0,0,1,0,0.00
40657,F,MD,20602,206,11,11,15,224,239,1,0,0,1,0,0,0,0,0.00
40658,F,CT,6037,60,11,11,15,67,82,1,1,0,0,0,0,0,0,0.00
40659,F,NY,12603,126,21,13,28,46,74,2,0,0,0,1,0,1,0,0.00
40660,M,NJ,7860,78,11,11,15,100,115,1,0,0,0,1,0,0,0,0.00
40661,F,NJ,7730,77,11,11,15,40,55,1,0,0,1,0,0,0,0,0.00
40662,F,NY,11790,117,43,17,78,311,389,7,1,1,2,1,1,1,0,0.00
40663,M,PA,17603,176,9,9,15,166,181,1,0,0,0,1,0,0,0,0.00
40664,M,NJ,8733,87,21,15,29,170,199,2,0,0,1,0,0,0,1,0.00
40665,M,MA,2138,21,41,13,134,188,322,12,4,0,2,4,0,1,1,0.00
40666,M,NY,11764,117,5,5,15,195,210,1,0,0,0,0,0,0,1,1.00
40667,F,MD,20737,207,9,5,29,43,72,2,0,1,0,0,0,0,1,0.00
40668,F,CT,6880,68,27,3,47,252,299,4,1,0,1,0,0,0,2,0.00
40669,F,NY,14606,146,3,3,15,197,212,1,0,0,0,1,0,0,0,0.00
40670,M,NY,11747,117,39,9,126,109,235,11,2,1,2,2,2,0,2,0.00
40671,M,PA,18042,180,15,15,15,233,248,1,0,0,1,0,0,0,0,0.00
40672,M,NY,11436,114,65,11,123,325,448,11,3,1,1,2,2,1,1,0.00
40673,M,MA,2633,26,3,3,15,130,145,1,0,0,0,0,1,0,0,0.00
40674,M,ME,4649,46,29,13,44,302,346,4,1,0,1,1,0,1,0,0.00
40675,M,NY,14609,146,25,9,37,264,301,3,1,0,0,0,1,0,1,0.00
40676,F,PA,17368,173,19,15,27,82,109,2,1,0,0,0,1,0,0,0.00
40677,F,NJ,7078,70,41,33,29,265,294,2,0,0,1,0,0,0,1,0.00
40678,F,NJ,8226,82,17,17,15,52,67,1,1,0,0,0,0,0,0,0.00
40679,F,PA,18702,187,15,3,47,285,332,4,1,0,1,0,0,0,2,0.00
40680,M,NY,10023,100,37,9,61,96,157,5,0,0,2,1,1,1,0,0.00
40681,F,NY,10992,109,19,19,15,198,213,1,1,0,0,0,0,0,0,0.00
40682,F,NJ,7078,70,3,3,15,149,164,1,0,0,0,0,0,0,1,0.00
40683,F,MA,2740,27,11,11,15,284,299,1,0,0,0,1,0,0,0,0.00
40684,F,NY,10024,100,15,15,15,280,295,1,0,1,0,0,0,0,0,0.00
40685,F,NY,12205,122,21,13,29,270,299,2,0,0,0,0,0,1,1,0.00
40686,F,NY,11210,112,9,7,24,172,196,2,0,2,0,0,0,0,0,0.00
40687,F,NJ,7950,79,9,9,15,28,43,1,0,0,0,1,0,0,0,0.00
40688,F,NY,11412,114,7,7,15,267,282,1,1,0,0,0,0,0,0,0.00
40689,F,CT,6776,67,25,25,15,187,202,1,0,0,1,0,0,0,0,0.00
40690,F,NJ,8004,80,47,13,104,150,254,10,5,1,3,1,0,0,0,0.00
40691,M,NH,3222,32,33,9,58,228,286,5,0,2,1,1,0,1,0,0.00
40692,F,PA,19096,190,49,15,106,215,321,9,5,0,0,1,0,1,2,0.00
40693,F,NY,11720,117,19,3,39,146,185,3,1,0,0,1,0,1,0,0.00
40694,F,NY,11050,110,21,9,45,207,252,4,1,0,1,0,1,0,1,0.00
40695,F,NJ,7045,70,1,1,15,103,118,1,1,0,0,0,0,0,0,0.00
40696,M,MA,1505,15,31,17,67,277,344,6,1,1,2,1,0,0,1,0.00
40697,F,RI,2865,28,33,15,83,240,323,7,1,0,1,1,1,2,1,0.00
40698,F,NJ,7860,78,31,15,48,122,170,4,0,1,2,0,0,0,1,1.00
40699,F,NH,3103,31,5,5,15,199,214,1,0,1,0,0,0,0,0,1.00
40700,F,NY,11354,113,15,15,15,261,276,1,0,1,0,0,0,0,0,0.00
40701,M,NH,3743,37,29,13,49,113,162,4,0,0,3,0,0,0,1,1.00
40702,M,NY,10314,103,31,31,15,6,21,1,0,0,0,0,0,0,1,0.00
40703,M,PA,19002,190,59,5,143,63,206,12,2,0,1,2,3,1,3,1.00
40704,F,NY,13204,132,15,13,28,41,69,2,0,0,0,1,0,1,0,0.00
40705,M,MA,2146,21,57,3,111,116,227,10,3,0,3,1,1,1,1,0.00
40706,F,MA,2026,20,41,13,125,151,276,11,4,0,3,2,0,1,1,1.00
40707,M,PA,19008,190,21,1,87,169,256,7,0,0,5,0,0,1,1,0.00
40708,M,MA,2370,23,25,23,26,41,67,2,0,0,1,1,0,0,0,0.00
40709,F,PA,19124,191,13,13,15,117,132,1,0,0,0,0,0,0,1,0.00
40710,F,NJ,8055,80,43,9,84,211,295,8,1,2,3,1,1,0,0,0.00
40711,F,NY,10605,106,17,15,29,180,209,2,0,1,0,0,0,0,1,0.00
40712,M,NY,12572,125,89,31,136,272,408,12,1,2,4,2,0,0,3,0.00
40713,F,NJ,7083,70,45,9,73,140,213,7,3,0,3,0,1,0,0,0.00
40714,M,CT,6902,69,13,5,28,59,87,2,1,0,0,0,0,1,0,0.00
40715,F,NY,10710,107,47,29,36,34,70,3,1,0,0,0,0,2,0,1.00
40716,F,NY,10469,104,31,31,15,134,149,1,0,0,0,0,0,0,1,0.00
40717,M,NJ,8723,87,53,11,140,177,317,12,2,0,2,1,2,2,3,0.00
40718,F,NJ,8088,80,11,11,15,95,110,1,1,0,0,0,0,0,0,0.00
40719,M,NY,10021,100,37,11,58,141,199,5,1,0,2,1,0,0,1,0.00
40720,F,MA,2719,27,13,5,28,289,317,2,0,1,0,0,0,1,0,0.00
40721,M,PA,15017,150,13,13,15,291,306,1,0,0,0,1,0,0,0,0.00
40722,F,NY,11236,112,21,15,26,168,194,2,0,0,1,1,0,0,0,0.00
40723,M,NY,11369,113,23,19,29,231,260,2,0,0,0,1,0,0,1,1.00
40724,F,NY,10469,104,17,9,29,69,98,2,0,0,1,0,0,0,1,0.00
40725,F,NY,13669,136,65,19,91,47,138,8,2,0,3,0,1,0,2,0.00
40726,F,MD,20850,208,59,15,93,233,326,8,1,0,1,4,0,1,1,0.00
40727,F,NH,3106,31,29,29,15,146,161,1,1,0,0,0,0,0,0,0.00
40728,M,CT,6460,64,5,5,15,269,284,1,0,0,0,0,0,1,0,1.00
40729,M,NY,11803,118,19,11,29,281,310,2,0,0,0,0,0,0,2,0.00
40730,F,MA,1830,18,23,23,15,265,280,1,0,0,0,0,0,1,0,0.00
40731,M,PA,18034,180,15,9,24,240,264,2,1,1,0,0,0,0,0,0.00
40732,F,NJ,7205,72,25,13,38,123,161,3,0,0,1,1,0,1,0,0.00
40733,F,DE,19707,197,31,13,60,286,346,5,1,2,0,0,0,0,2,0.00
40734,F,PA,16866,168,15,11,25,151,176,2,1,0,1,0,0,0,0,0.00
40735,M,PA,18104,181,31,13,50,10,60,4,0,0,1,0,1,2,0,0.00
40736,F,NY,10308,103,11,7,29,66,95,2,0,0,1,0,0,0,1,0.00
40737,F,MA,1760,17,1,1,15,26,41,1,0,1,0,0,0,0,0,0.00
40738,F,NJ,8075,80,1,1,15,151,166,1,0,0,1,0,0,0,0,0.00
40739,M,PA,16127,161,39,29,50,81,131,4,0,0,2,1,0,0,1,0.00
40740,F,NY,12603,126,11,11,15,254,269,1,1,0,0,0,0,0,0,0.00
40741,F,DE,19963,199,15,15,15,78,93,1,1,0,0,0,0,0,0,0.00
40742,F,NY,11746,117,41,15,111,249,360,9,0,0,2,3,0,2,2,0.00
40743,F,NY,11230,112,63,25,85,82,167,7,1,0,2,0,1,2,1,0.00
40744,M,NJ,7052,70,13,1,46,213,259,4,0,1,1,1,1,0,0,0.00
40745,M,NY,11704,117,25,21,29,166,195,2,0,1,0,0,0,0,1,0.00
40746,M,NJ,8012,80,27,9,74,113,187,7,2,1,3,0,0,0,1,0.00
40747,M,NJ,8820,88,13,9,28,142,170,2,0,0,0,0,0,2,0,1.00
40748,M,VT,5661,56,23,5,50,287,337,4,0,1,0,0,1,1,1,1.00
40749,F,NY,14221,142,61,27,78,172,250,7,2,2,0,1,1,0,1,0.00
40750,F,NJ,8559,85,11,3,25,205,230,2,1,0,1,0,0,0,0,0.00
40751,M,NY,10509,105,67,11,110,85,195,10,2,3,0,3,2,0,0,0.00
40752,M,PA,19148,191,13,13,15,42,57,1,0,0,1,0,0,0,0,0.00
40753,F,NY,11558,115,11,11,15,296,311,1,1,0,0,0,0,0,0,0.00
40754,F,ME,4210,42,37,21,41,284,325,4,2,2,0,0,0,0,0,0.00
40755,F,MA,2338,23,7,3,29,189,218,2,0,0,1,0,0,0,1,0.00
40756,M,PA,19075,190,31,27,28,90,118,2,0,0,1,0,0,1,0,0.00
40757,F,NY,10011,100,15,7,29,173,202,2,0,0,1,0,0,0,1,1.00
40758,F,NY,11743,117,23,15,29,76,105,2,0,0,0,0,0,1,1,0.00
40759,M,NY,14850,148,7,1,29,215,244,2,0,0,0,0,0,1,1,1.00
40760,M,NY,11803,118,17,15,25,94,119,2,0,0,2,0,0,0,0,0.00
40761,F,CT,6022,60,7,3,26,63,89,2,0,0,1,1,0,0,0,0.00
40762,F,CT,6020,60,55,9,131,214,345,11,1,1,3,0,1,3,2,0.00
40763,F,PA,19072,190,13,9,25,88,113,2,0,0,2,0,0,0,0,0.00
40764,M,NY,10977,109,13,13,15,294,309,1,1,0,0,0,0,0,0,0.00
40765,M,NH,3077,30,35,11,104,62,166,9,0,1,4,1,1,1,1,0.00
40766,F,CT,6514,65,35,35,15,78,93,1,1,0,0,0,0,0,0,0.00
40767,M,NJ,7701,77,65,11,153,132,285,12,0,0,2,2,0,3,5,1.00
40768,F,NY,11779,117,15,15,15,55,70,1,1,0,0,0,0,0,0,0.00
40769,F,MA,2170,21,19,15,25,233,258,2,1,0,1,0,0,0,0,0.00
40770,M,PA,16154,161,13,13,15,159,174,1,0,0,0,1,0,0,0,0.00
40771,F,NJ,8833,88,13,9,26,164,190,2,0,0,1,1,0,0,0,0.00
40772,F,NJ,8008,80,3,3,15,250,265,1,1,0,0,0,0,0,0,0.00
40773,F,NY,11569,115,39,13,85,73,158,7,1,0,4,0,0,1,1,0.00
40774,F,MD,21030,210,15,15,15,136,151,1,0,0,0,0,0,0,1,0.00
40775,F,NJ,7960,79,15,13,23,105,128,2,2,0,0,0,0,0,0,0.00
40776,F,CT,6473,64,19,15,27,220,247,2,1,0,0,0,1,0,0,0.00
40777,F,NY,13901,139,79,9,136,82,218,12,3,1,1,2,3,0,2,1.00
40778,M,NY,11783,117,19,15,29,150,179,2,0,0,1,0,0,0,1,0.00
40779,M,NY,11714,117,35,33,28,126,154,2,1,0,0,0,0,1,0,0.00
40780,M,PA,19129,191,1,1,15,178,193,1,0,0,0,0,0,0,1,0.00
40781,F,NJ,7095,70,11,11,15,153,168,1,0,0,1,0,0,0,0,0.00
40782,F,NY,14871,148,53,3,129,228,357,11,4,1,3,0,1,1,1,1.00
40783,F,NJ,7632,76,17,17,15,88,103,1,0,0,0,1,0,0,0,0.00
40784,M,NY,10025,100,11,11,15,289,304,1,0,0,0,1,0,0,0,0.00
40785,F,NJ,7885,78,43,11,112,175,287,10,1,1,4,1,0,3,0,1.00
40786,F,NY,10128,101,5,3,25,283,308,2,1,0,1,0,0,0,0,0.00
40787,F,NJ,7006,70,29,13,33,66,99,3,1,1,1,0,0,0,0,0.00
40788,M,NY,12173,121,47,33,85,231,316,7,1,0,2,1,0,1,2,0.00
40789,M,NY,11372,113,35,13,115,329,444,10,1,1,2,2,0,1,3,0.00
40790,F,CT,6851,68,23,9,59,41,100,5,0,1,4,0,0,0,0,0.00
40791,F,MD,21204,212,37,5,95,244,339,8,2,0,2,1,0,1,2,1.00
40792,F,NH,3062,30,27,25,29,220,249,2,0,0,1,0,0,0,1,0.00
40793,F,NY,11412,114,15,15,15,99,114,1,0,0,0,0,0,1,0,0.00
40794,F,MD,21234,212,19,15,29,293,322,2,0,0,1,0,0,0,1,0.00
40795,F,NJ,7666,76,15,13,28,293,321,2,1,0,0,0,0,1,0,0.00
40796,M,PA,19464,194,35,27,28,130,158,2,0,1,0,0,0,1,0,0.00
40797,F,PA,19446,194,47,7,131,77,208,10,0,0,4,1,0,1,4,0.00
40798,M,NJ,8733,87,19,13,26,55,81,2,1,0,0,1,0,0,0,0.00
40799,M,PA,19148,191,25,11,32,255,287,3,1,1,1,0,0,0,0,0.00
40800,M,PA,16242,162,61,13,114,72,186,11,4,1,4,0,1,0,1,0.00
40801,F,NY,12110,121,15,15,15,245,260,1,0,1,0,0,0,0,0,0.00
40802,F,MA,1906,19,35,1,99,185,284,9,2,0,2,3,1,0,1,0.00
40803,F,MA,1844,18,33,25,28,57,85,2,0,0,1,0,0,1,0,0.00
40804,M,NJ,8062,80,71,13,116,134,250,10,1,1,2,1,1,1,3,0.00
40805,F,NY,11363,113,15,9,25,208,233,2,0,1,1,0,0,0,0,0.00
40806,F,PA,18102,181,1,1,15,24,39,1,0,0,0,0,0,0,1,0.00
40807,F,PA,19096,190,11,11,15,31,46,1,0,0,0,0,0,0,1,0.00
40808,M,NY,11367,113,33,33,15,73,88,1,0,0,0,1,0,0,0,0.00
40809,M,NJ,7022,70,25,11,61,276,337,5,0,0,2,2,0,0,1,0.00
40810,M,PA,19026,190,7,3,28,193,221,2,0,0,0,0,1,1,0,0.00
40811,F,PA,19090,190,5,5,15,278,293,1,0,0,0,0,0,0,1,0.00
40812,M,NJ,8540,85,33,25,48,266,314,4,1,0,0,2,0,0,1,0.00
40813,M,NY,12020,120,17,9,25,89,114,2,1,0,1,0,0,0,0,0.00
40814,F,NY,13413,134,3,3,15,10,25,1,0,0,0,0,0,0,1,0.00
40815,M,NY,11565,115,73,11,131,109,240,12,3,3,1,2,0,1,2,0.00
40816,F,CT,6880,68,11,11,15,33,48,1,0,0,0,1,0,0,0,0.00
40817,M,PA,18977,189,19,5,48,127,175,4,0,0,3,0,0,1,0,0.00
40818,F,NJ,7004,70,15,15,15,115,130,1,0,0,1,0,0,0,0,0.00
40819,M,MD,20901,209,31,25,26,178,204,2,0,1,0,1,0,0,0,0.00
40820,F,PA,19341,193,13,9,29,1,30,2,0,1,0,0,0,0,1,0.00
40821,F,PA,18017,180,5,5,15,47,62,1,0,0,1,0,0,0,0,0.00
40822,F,NJ,8012,80,21,11,34,37,71,3,0,1,1,0,0,0,1,0.00
40823,M,CT,6385,63,61,15,89,81,170,8,4,0,1,0,0,2,1,1.00
40824,F,CT,6497,64,9,9,15,78,93,1,0,0,0,0,0,1,0,0.00
40825,F,MA,1056,10,45,13,80,309,389,7,2,1,0,2,1,0,1,0.00
40826,F,MA,1082,10,11,9,24,94,118,2,1,1,0,0,0,0,0,0.00
40827,F,NH,3872,38,11,5,29,129,158,2,1,0,0,0,0,0,1,0.00
40828,F,NJ,7960,79,13,9,25,33,58,2,0,1,1,0,0,0,0,0.00
40829,M,NH,3218,32,73,15,110,149,259,10,2,2,4,0,1,0,1,0.00
40830,F,NJ,8034,80,33,33,15,100,115,1,0,1,0,0,0,0,0,0.00
40831,F,CT,6524,65,39,13,79,270,349,7,1,1,1,4,0,0,0,0.00
40832,F,PA,17032,170,5,5,15,227,242,1,0,1,0,0,0,0,0,0.00
40833,F,NY,11751,117,13,13,15,20,35,1,0,0,1,0,0,0,0,0.00
40834,F,NY,11218,112,27,11,50,276,326,4,1,0,1,0,1,1,0,0.00
40835,M,PA,19003,190,33,5,54,178,232,5,1,2,0,2,0,0,0,0.00
40836,F,NJ,7052,70,9,9,15,297,312,1,0,0,0,0,1,0,0,0.00
40837,F,CT,6811,68,21,15,27,50,77,2,0,0,0,0,2,0,0,0.00
40838,F,NJ,8512,85,17,13,25,132,157,2,1,0,1,0,0,0,0,0.00
40839,F,NY,11435,114,51,21,85,241,326,7,1,0,0,2,2,1,1,0.00
40840,F,PA,16023,160,59,7,117,325,442,10,1,0,6,0,1,1,1,0.00
40841,F,VT,5641,56,71,31,80,179,259,7,1,0,5,0,1,0,0,0.00
40842,F,MA,2193,21,19,13,25,27,52,2,1,0,1,0,0,0,0,0.00
40843,M,NY,13065,130,63,5,132,252,384,12,2,2,2,1,1,3,1,1.00
40844,F,PA,15001,150,11,9,25,178,203,2,1,0,1,0,0,0,0,0.00
40845,M,NJ,7649,76,13,9,25,282,307,2,0,0,2,0,0,0,0,0.00
40846,F,NJ,7203,72,33,33,15,34,49,1,0,0,0,0,1,0,0,0.00
40847,F,NY,11801,118,1,1,15,89,104,1,0,0,1,0,0,0,0,0.00
40848,M,NY,10458,104,49,31,69,66,135,6,1,0,2,2,0,0,1,0.00
40849,M,NJ,8755,87,19,19,15,194,209,1,0,0,0,0,0,1,0,0.00
40850,F,MA,1721,17,17,11,28,299,327,2,0,0,0,0,0,2,0,0.00
40851,M,NJ,7463,74,55,13,117,332,449,11,2,1,4,2,1,1,0,0.00
40852,M,NY,10607,106,7,7,15,204,219,1,0,0,0,0,0,0,1,0.00
40853,M,PA,18042,180,27,27,15,200,215,1,0,0,0,0,1,0,0,0.00
40854,F,MD,21144,211,31,31,15,6,21,1,0,0,1,0,0,0,0,0.00
40855,F,NJ,7058,70,1,1,15,26,41,1,0,0,1,0,0,0,0,1.00
40856,M,CT,6511,65,57,5,137,202,339,12,2,2,0,2,1,3,2,0.00
40857,M,MD,21032,210,13,9,29,264,293,2,0,0,1,0,0,0,1,1.00
40858,F,PA,15340,153,15,15,15,161,176,1,0,1,0,0,0,0,0,0.00
40859,M,MD,20657,206,13,13,15,150,165,1,0,0,0,1,0,0,0,0.00
40860,F,NJ,8505,85,59,7,102,120,222,9,1,0,4,1,2,0,1,0.00
40861,F,MD,21209,212,9,9,15,43,58,1,1,0,0,0,0,0,0,0.00
40862,F,PA,16146,161,19,19,15,235,250,1,0,0,1,0,0,0,0,0.00
40863,M,PA,19094,190,29,23,23,105,128,2,2,0,0,0,0,0,0,0.00
40864,F,NY,11791,117,13,13,15,76,91,1,1,0,0,0,0,0,0,0.00
40865,M,PA,18017,180,83,13,139,183,322,12,4,0,3,2,0,1,2,0.00
40866,M,MD,21208,212,13,13,15,51,66,1,0,0,0,0,0,1,0,0.00
40867,F,MD,20904,209,11,7,26,101,127,2,1,0,0,1,0,0,0,0.00
40868,F,PA,16214,162,27,27,15,78,93,1,0,0,1,0,0,0,0,0.00
40869,M,CT,6033,60,13,13,15,40,55,1,0,0,1,0,0,0,0,0.00
40870,M,NY,10954,109,25,19,25,173,198,2,1,0,1,0,0,0,0,0.00
40871,M,NJ,7470,74,39,33,28,166,194,2,0,0,0,1,0,1,0,0.00
40872,M,NY,10314,103,51,25,129,73,202,12,3,1,3,2,2,1,0,0.00
40873,F,PA,19053,190,31,31,15,55,70,1,1,0,0,0,0,0,0,0.00
40874,F,MD,21093,210,21,21,15,288,303,1,0,0,1,0,0,0,0,0.00
40875,M,NY,10034,100,63,13,119,64,183,11,2,1,2,3,2,1,0,0.00
40876,M,NY,11234,112,29,7,45,176,221,4,0,1,2,1,0,0,0,0.00
40877,F,MA,2140,21,7,7,15,44,59,1,0,0,0,1,0,0,0,0.00
40878,F,NY,10923,109,7,7,15,139,154,1,0,0,0,1,0,0,0,0.00
40879,F,MA,2116,21,13,13,15,185,200,1,0,0,0,0,0,0,1,0.00
40880,F,MD,21042,210,3,3,15,236,251,1,0,0,1,0,0,0,0,0.00
40881,F,NY,10028,100,15,11,29,191,220,2,0,1,0,0,0,0,1,0.00
40882,F,NY,12603,126,27,3,133,102,235,12,2,2,5,1,0,0,2,0.00
40883,F,CT,6095,60,17,9,25,112,137,2,1,0,1,0,0,0,0,0.00
40884,F,MD,21222,212,57,27,71,196,267,6,1,1,0,0,2,1,1,0.00
40885,F,NY,14450,144,11,11,15,69,84,1,1,0,0,0,0,0,0,0.00
40886,F,NY,11360,113,11,11,15,83,98,1,1,0,0,0,0,0,0,0.00
40887,M,NY,14617,146,45,21,121,222,343,11,3,1,3,3,0,0,1,0.00
40888,F,MD,20901,209,1,1,15,164,179,1,0,0,0,0,0,1,0,0.00
40889,F,PA,19081,190,7,7,15,128,143,1,0,1,0,0,0,0,0,0.00
40890,F,MA,1810,18,15,11,25,297,322,2,1,0,1,0,0,0,0,0.00
40891,F,NJ,7628,76,11,5,25,178,203,2,1,0,1,0,0,0,0,0.00
40892,F,NJ,7090,70,11,3,28,113,141,2,1,0,0,0,0,1,0,0.00
40893,F,MA,1960,19,15,15,15,21,36,1,0,0,0,0,0,0,1,0.00
40894,F,PA,16509,165,57,31,119,34,153,10,1,1,1,1,1,2,3,0.00
40895,M,CT,6460,64,9,9,15,28,43,1,0,0,0,0,0,1,0,0.00
40896,F,MD,21227,212,57,21,80,167,247,7,2,1,2,0,0,0,2,0.00
40897,F,NJ,8817,88,9,9,15,215,230,1,0,0,0,0,0,0,1,0.00
40898,F,VT,5751,57,23,19,27,105,132,2,0,1,0,0,1,0,0,0.00
40899,F,MD,21117,211,11,11,15,218,233,1,1,0,0,0,0,0,0,0.00
40900,M,NY,11218,112,13,13,15,244,259,1,0,0,0,0,0,0,1,0.00
40901,M,NY,11203,112,27,5,53,24,77,4,0,0,0,2,0,1,1,0.00
40902,F,NY,11433,114,33,29,29,134,163,2,0,0,0,1,0,0,1,0.00
40903,M,DE,19702,197,53,11,141,98,239,12,2,0,3,2,1,1,3,0.00
40904,M,NJ,7081,70,71,13,115,113,228,10,2,1,2,2,0,1,2,0.00
40905,F,PA,19342,193,67,33,85,200,285,7,0,0,4,1,2,0,0,0.00
40906,M,MA,2081,20,37,5,107,276,383,10,4,0,4,0,0,0,2,0.00
40907,F,NY,11206,112,23,17,23,35,58,2,2,0,0,0,0,0,0,0.00
40908,F,PA,18657,186,13,9,25,256,281,2,0,1,1,0,0,0,0,0.00
40909,F,MD,21042,210,31,15,91,62,153,8,1,1,2,1,0,0,3,0.00
40910,M,NY,10456,104,75,7,130,139,269,12,5,1,2,3,0,0,1,0.00
40911,M,NJ,8210,82,13,13,15,212,227,1,0,0,0,0,1,0,0,0.00
40912,M,NY,10458,104,19,13,28,27,55,2,0,0,0,1,0,1,0,0.00
40913,F,NY,10128,101,15,15,15,76,91,1,0,0,1,0,0,0,0,0.00
40914,M,PA,19020,190,79,31,95,75,170,9,1,2,3,2,1,0,0,0.00
40915,F,NJ,8826,88,3,3,15,96,111,1,1,0,0,0,0,0,0,0.00
40916,F,NJ,8736,87,77,7,130,164,294,12,5,0,6,0,0,1,0,0.00
40917,F,NY,10605,106,15,9,29,138,167,2,1,0,0,0,0,0,1,0.00
40918,F,PA,16063,160,9,9,15,195,210,1,0,1,0,0,0,0,0,0.00
40919,F,PA,17044,170,13,13,15,296,311,1,0,0,1,0,0,0,0,0.00
40920,M,NJ,7470,74,35,11,72,143,215,6,0,1,2,1,0,1,1,0.00
40921,F,NY,11746,117,21,21,15,112,127,1,0,0,0,0,0,0,1,0.00
40922,F,NY,11206,112,35,13,98,96,194,8,0,0,2,1,1,3,1,1.00
40923,M,NY,13088,130,15,11,29,277,306,2,0,0,1,0,0,0,1,0.00
40924,M,CT,6605,66,11,5,27,177,204,2,0,0,0,1,1,0,0,0.00
40925,F,PA,16505,165,17,15,29,184,213,2,0,0,0,1,0,0,1,0.00
40926,F,NY,13207,132,39,1,79,287,366,7,3,0,1,0,2,0,1,0.00
40927,F,CT,6067,60,49,11,90,260,350,8,2,1,1,2,1,0,1,0.00
40928,F,NJ,7928,79,15,15,15,214,229,1,0,0,1,0,0,0,0,0.00
40929,F,NJ,7047,70,7,5,28,217,245,2,0,1,0,0,0,1,0,1.00
40930,M,PA,19609,196,39,1,125,67,192,11,2,1,1,3,1,1,2,0.00
40931,F,PA,15120,151,53,27,60,50,110,5,0,1,2,0,1,0,1,0.00
40932,F,NY,11229,112,23,23,15,118,133,1,0,0,0,0,1,0,0,0.00
40933,M,PA,19004,190,29,5,61,293,354,5,0,0,1,1,2,1,0,0.00
40934,M,MD,20854,208,59,15,89,119,208,8,1,0,2,2,3,0,0,0.00
40935,F,PA,19070,190,19,15,29,126,155,2,0,0,0,0,1,0,1,0.00
40936,M,PA,16509,165,13,7,25,104,129,2,1,0,1,0,0,0,0,0.00
40937,F,NY,10701,107,7,7,15,264,279,1,0,0,0,0,0,0,1,0.00
40938,F,CT,6405,64,41,13,130,276,406,12,2,2,6,0,0,2,0,0.00
40939,F,NY,10805,108,9,9,15,92,107,1,1,0,0,0,0,0,0,0.00
40940,F,NY,13676,136,37,13,54,269,323,5,0,1,4,0,0,0,0,0.00
40941,F,PA,19044,190,51,27,105,113,218,9,4,0,4,0,0,0,1,0.00
40942,M,NY,13045,130,41,15,100,126,226,9,2,1,4,0,1,1,0,0.00
40943,M,NY,10541,105,39,33,26,46,72,2,0,1,0,1,0,0,0,0.00
40944,M,MA,2646,26,7,3,29,149,178,2,0,0,1,0,0,0,1,0.00
40945,F,NY,11228,112,59,9,139,313,452,12,3,1,2,1,0,2,3,1.00
40946,M,CT,6790,67,13,3,62,245,307,5,0,1,2,0,0,0,2,0.00
40947,F,MD,21093,210,13,5,28,245,273,2,0,1,0,0,0,1,0,0.00
40948,F,NY,11030,110,29,27,26,143,169,2,1,0,0,1,0,0,0,0.00
40949,M,NY,11365,113,19,15,23,285,308,2,2,0,0,0,0,0,0,0.00
40950,F,PA,15477,154,9,5,25,10,35,2,1,0,1,0,0,0,0,0.00
40951,F,DC,20037,200,13,11,29,249,278,2,0,0,1,0,0,0,1,0.00
40952,F,NY,12996,129,13,11,23,216,239,2,2,0,0,0,0,0,0,0.00
40953,M,MD,21014,210,5,5,15,165,180,1,0,0,0,1,0,0,0,0.00
40954,F,PA,18510,185,55,9,104,144,248,9,0,1,2,3,2,0,1,0.00
40955,M,NJ,8084,80,25,7,92,165,257,8,3,0,3,0,1,0,1,0.00
40956,M,DE,19958,199,57,23,86,325,411,8,1,4,3,0,0,0,0,0.00
40957,F,NJ,7012,70,13,9,27,183,210,2,1,0,0,0,1,0,0,0.00
40958,F,NY,10314,103,51,5,86,208,294,8,2,1,4,1,0,0,0,0.00
40959,F,PA,18347,183,29,21,25,202,227,2,1,0,1,0,0,0,0,0.00
40960,M,NJ,8836,88,55,23,77,31,108,6,0,0,2,1,0,1,2,0.00
40961,F,NJ,8054,80,5,5,15,113,128,1,0,0,0,0,1,0,0,0.00
40962,F,MD,21113,211,5,1,25,34,59,2,0,1,1,0,0,0,0,0.00
40963,F,NY,10031,100,49,7,103,56,159,9,2,1,1,2,1,1,1,0.00
40964,F,PA,19015,190,21,15,29,12,41,2,0,0,1,0,0,0,1,0.00
40965,M,MD,21146,211,55,7,126,313,439,11,1,2,4,0,1,0,3,1.00
40966,F,NY,11697,116,31,31,15,150,165,1,1,0,0,0,0,0,0,0.00
40967,F,NY,11204,112,15,15,15,192,207,1,1,0,0,0,0,0,0,0.00
40968,M,NY,11566,115,21,15,29,71,100,2,0,1,0,0,0,0,1,0.00
40969,F,PA,19040,190,7,7,15,187,202,1,0,0,0,0,0,0,1,0.00
40970,F,PA,18042,180,33,9,147,270,417,12,3,0,4,1,1,0,3,0.00
40971,F,NY,14216,142,9,3,26,179,205,2,1,0,0,1,0,0,0,0.00
40972,F,NJ,7024,70,33,9,123,275,398,11,1,4,2,0,1,1,2,0.00
40973,M,DE,19810,198,21,13,47,236,283,4,1,0,2,0,0,0,1,0.00
40974,F,MA,1887,18,7,7,15,23,38,1,0,0,0,0,0,1,0,0.00
40975,M,PA,18954,189,23,21,26,169,195,2,0,0,1,1,0,0,0,0.00
40976,F,NJ,8094,80,17,3,33,148,181,3,1,0,2,0,0,0,0,0.00
